3.696813999999999965e+02,3.644230000000000302e+01,3.397699999999999942e+00,3.799000000000000155e-01,1.499975000000000023e+02,1.600000000000000000e+03,4.829999999999999849e-01,4.624419999999999931e+01
3.999947999999999979e+02,3.801149999999999807e+01,9.675100000000000477e+00,2.903999999999999915e-01,1.269810999999999979e+02,1.600000000000000000e+03,5.165999999999999481e-01,7.846859999999999502e+01
3.999947999999999979e+02,9.999880000000000280e+01,9.674699999999999633e+00,2.903999999999999915e-01,1.269797999999999973e+02,1.600000000000000000e+03,7.698000000000000398e-01,7.846859999999999502e+01
3.451976999999999975e+02,3.998400000000000176e+01,2.712099999999999955e+00,3.799000000000000155e-01,1.499975000000000023e+02,1.700000000000000000e+03,4.830999999999999739e-01,4.574750000000000227e+01
3.999590999999999781e+02,3.845049999999999812e+01,9.890900000000000247e+00,2.903999999999999915e-01,4.000010000000000332e+01,1.700000000000000000e+03,5.090999999999999970e-01,7.783039999999999736e+01
3.999947999999999979e+02,9.999880000000000280e+01,9.674699999999999633e+00,2.903999999999999915e-01,1.269863000000000000e+02,1.700000000000000000e+03,7.707000000000000517e-01,7.846859999999999502e+01
3.421136999999999944e+02,4.096880000000000166e+01,2.386299999999999866e+00,3.799000000000000155e-01,1.499975000000000023e+02,1.800000000000000000e+03,4.838000000000000078e-01,4.576319999999999766e+01
3.999947999999999979e+02,3.908970000000000056e+01,9.782999999999999474e+00,2.812000000000000055e-01,4.000010000000000332e+01,1.800000000000000000e+03,5.117000000000000437e-01,8.043970000000000198e+01
2.499020999999999901e+02,6.283299999999999841e+01,9.999800000000000466e+00,2.800000000000000266e-01,1.499975000000000023e+02,1.800000000000000000e+03,8.813999999999999613e-01,8.043970000000000198e+01
3.480316000000000258e+02,4.051180000000000092e+01,2.446400000000000130e+00,3.799000000000000155e-01,1.499975000000000023e+02,1.900000000000000000e+03,4.844999999999999862e-01,4.659440000000000026e+01
3.999947999999999979e+02,3.916020000000000323e+01,9.782400000000000873e+00,2.812000000000000055e-01,4.000010000000000332e+01,1.900000000000000000e+03,5.131000000000000005e-01,8.043970000000000198e+01
2.499020999999999901e+02,6.348680000000000234e+01,9.999800000000000466e+00,2.800000000000000266e-01,1.499975000000000023e+02,1.900000000000000000e+03,8.884999999999999565e-01,8.043970000000000198e+01
3.548797000000000139e+02,3.988819999999999766e+01,2.502099999999999991e+00,3.799000000000000155e-01,1.499971999999999923e+02,2.000000000000000000e+03,4.850999999999999757e-01,4.746699999999999875e+01
3.999947999999999979e+02,3.942240000000000322e+01,9.676199999999999690e+00,2.834999999999999742e-01,7.493859999999999388e+01,2.000000000000000000e+03,5.201999999999999957e-01,8.167730000000000246e+01
2.499020999999999901e+02,6.414000000000000057e+01,9.999800000000000466e+00,2.800000000000000266e-01,1.499975000000000023e+02,2.000000000000000000e+03,8.955999999999999517e-01,8.167730000000000246e+01
3.596958999999999946e+02,3.974000000000000199e+01,2.437199999999999811e+00,3.799000000000000155e-01,1.499969000000000108e+02,2.100000000000000000e+03,4.854999999999999871e-01,4.764350000000000307e+01
