3.496421000000000276e+02,3.910819999999999652e+01,2.677599999999999980e+00,3.799000000000000155e-01,1.499975000000000023e+02,1.600000000000000000e+03,4.822000000000000175e-01,4.517840000000000344e+01
3.999947999999999979e+02,3.804610000000000269e+01,9.674699999999999633e+00,2.903999999999999915e-01,1.269843999999999937e+02,1.600000000000000000e+03,5.165999999999999481e-01,7.846859999999999502e+01
3.999947999999999979e+02,9.999880000000000280e+01,9.674699999999999633e+00,2.903999999999999915e-01,1.269780999999999977e+02,1.600000000000000000e+03,7.698000000000000398e-01,7.846859999999999502e+01
3.495129000000000019e+02,3.952850000000000108e+01,2.632600000000000051e+00,3.799000000000000155e-01,1.499975000000000023e+02,1.700000000000000000e+03,4.830999999999999739e-01,4.561599999999999966e+01
3.999932999999999765e+02,3.857229999999999848e+01,9.889499999999999957e+00,2.903999999999999915e-01,4.000010000000000332e+01,1.700000000000000000e+03,5.090999999999999970e-01,7.783039999999999736e+01
3.999947999999999979e+02,9.999880000000000280e+01,9.674699999999999633e+00,2.903999999999999915e-01,1.269780999999999977e+02,1.700000000000000000e+03,7.707000000000000517e-01,7.846859999999999502e+01
3.519334000000000060e+02,3.957379999999999853e+01,2.604400000000000048e+00,3.799000000000000155e-01,1.499975000000000023e+02,1.800000000000000000e+03,4.838999999999999968e-01,4.591159999999999997e+01
3.999947999999999979e+02,3.892960000000000065e+01,9.780599999999999739e+00,2.812999999999999945e-01,4.000010000000000332e+01,1.800000000000000000e+03,5.117000000000000437e-01,8.043970000000000198e+01
2.499020999999999901e+02,6.283299999999999841e+01,9.999800000000000466e+00,2.800000000000000266e-01,1.499975000000000023e+02,1.800000000000000000e+03,8.813999999999999613e-01,8.043970000000000198e+01
3.483059999999999832e+02,4.046889999999999787e+01,2.492199999999999971e+00,3.799000000000000155e-01,1.499975000000000023e+02,1.900000000000000000e+03,4.844999999999999862e-01,4.659440000000000026e+01
3.999947999999999979e+02,3.921759999999999735e+01,9.780900000000000816e+00,2.812000000000000055e-01,4.000010000000000332e+01,1.900000000000000000e+03,5.131000000000000005e-01,8.043970000000000198e+01
2.499020999999999901e+02,6.348680000000000234e+01,9.999800000000000466e+00,2.800000000000000266e-01,1.499975000000000023e+02,1.900000000000000000e+03,8.884999999999999565e-01,8.043970000000000198e+01
3.601630999999999858e+02,3.911419999999999675e+01,2.621500000000000163e+00,3.799000000000000155e-01,1.499936999999999898e+02,2.000000000000000000e+03,4.852000000000000202e-01,4.778059999999999974e+01
3.999947999999999979e+02,3.961410000000000053e+01,9.675599999999999312e+00,2.833999999999999853e-01,7.468649999999999523e+01,2.000000000000000000e+03,5.201999999999999957e-01,8.167730000000000246e+01
2.499020999999999901e+02,6.414000000000000057e+01,9.999800000000000466e+00,2.800000000000000266e-01,1.499975000000000023e+02,2.000000000000000000e+03,8.955999999999999517e-01,8.167730000000000246e+01
3.557130000000000223e+02,4.002680000000000149e+01,2.637900000000000134e+00,3.799000000000000155e-01,1.499975000000000023e+02,2.100000000000000000e+03,4.855999999999999761e-01,4.805330000000000013e+01
3.999723000000000184e+02,3.927790000000000248e+01,9.701399999999999579e+00,2.894999999999999796e-01,4.000010000000000332e+01,2.100000000000000000e+03,5.135999999999999455e-01,8.121330000000000382e+01
2.499020999999999901e+02,6.479250000000000398e+01,9.999800000000000466e+00,2.800000000000000266e-01,1.499975000000000023e+02,2.100000000000000000e+03,9.028000000000000469e-01,8.225520000000000209e+01
3.595375000000000227e+02,4.003099999999999881e+01,2.473199999999999843e+00,3.799000000000000155e-01,1.499975000000000023e+02,2.200000000000000000e+03,4.858000000000000096e-01,4.888210000000000122e+01
3.999947999999999979e+02,3.939620000000000033e+01,9.700599999999999667e+00,2.893999999999999906e-01,1.281272999999999911e+02,2.200000000000000000e+03,5.262000000000000011e-01,8.337059999999999604e+01
2.499020999999999901e+02,6.544459999999999411e+01,9.999800000000000466e+00,2.800000000000000266e-01,1.499975000000000023e+02,2.200000000000000000e+03,9.098000000000000531e-01,8.337059999999999604e+01
3.590647000000000162e+02,4.050460000000000349e+01,2.422000000000000153e+00,3.799000000000000155e-01,1.497658000000000129e+02,2.300000000000000000e+03,4.858999999999999986e-01,4.882110000000000127e+01
3.999947999999999979e+02,4.038960000000000150e+01,9.701900000000000190e+00,2.810000000000000275e-01,8.428489999999999327e+01,2.300000000000000000e+03,5.256999999999999451e-01,8.464390000000000214e+01
2.499020999999999901e+02,6.609709999999999752e+01,9.999800000000000466e+00,2.800000000000000266e-01,1.499975000000000023e+02,2.300000000000000000e+03,9.166999999999999593e-01,8.464390000000000214e+01
3.697330999999999790e+02,3.958590000000000231e+01,2.343900000000000095e+00,3.799000000000000155e-01,1.499975000000000023e+02,2.400000000000000000e+03,4.859999999999999876e-01,4.959770000000000323e+01
3.999947999999999979e+02,3.979930000000000234e+01,9.700900000000000745e+00,2.909999999999999809e-01,4.000010000000000332e+01,2.400000000000000000e+03,5.167000000000000481e-01,8.400390000000000157e+01
2.499020999999999901e+02,6.675079999999999814e+01,9.999800000000000466e+00,2.800000000000000266e-01,1.499975000000000023e+02,2.400000000000000000e+03,9.232000000000000206e-01,8.464390000000000214e+01
3.672579000000000065e+02,4.020490000000000208e+01,2.369400000000000173e+00,3.799000000000000155e-01,1.499975000000000023e+02,2.500000000000000000e+03,4.858999999999999986e-01,5.020300000000000296e+01
3.999943000000000097e+02,4.047180000000000177e+01,9.701100000000000279e+00,2.812000000000000055e-01,4.000010000000000332e+01,2.500000000000000000e+03,5.198000000000000398e-01,8.648369999999999891e+01
2.499020999999999901e+02,6.740640000000000498e+01,9.999800000000000466e+00,2.800000000000000266e-01,1.499975000000000023e+02,2.500000000000000000e+03,9.294999999999999929e-01,8.648369999999999891e+01
