349.6421,39.1082,2.6776,0.3799,149.9975,1600,0.4822,45.1784,0.507553030736731,44.9213417085142
399.9948,38.0461,9.6747,0.2904,126.9844,1600,0.5166,78.4686,0.518717455802554,74.7836957249638
399.9948,99.9988,9.6747,0.2904,126.9781,1600,0.7698,78.4686,0.759935951108573,74.7857079090239
349.5129,39.5285,2.6326,0.3799,149.9975,1700,0.4831,45.616,0.504477408620331,45.3900378227472
399.9933,38.5723,9.8895,0.2904,40.0001,1700,0.5091,77.8304,0.50952519666014,74.8106410793491
399.9948,99.9988,9.6747,0.2904,126.9781,1700,0.7707,78.4686,0.76191461062788,75.7072905875049
351.9334,39.5738,2.6044,0.3799,149.9975,1800,0.4839,45.9116,0.508918341564143,46.1527872799934
399.9948,38.9296,9.7806,0.2813,40.0001,1800,0.5117,80.4397,0.51091846798606,76.70253090191
249.9021,62.833,9.9998,0.28,149.9975,1800,0.8814,80.4397,0.860269939263238,81.2213552970489
348.306,40.4689,2.4922,0.3799,149.9975,1900,0.4845,46.5944,0.509943491983295,46.5696917288106
399.9948,39.2176,9.7809,0.2812,40.0001,1900,0.5131,80.4397,0.511041723621177,77.4884797767237
249.9021,63.4868,9.9998,0.28,149.9975,1900,0.8885,80.4397,0.863889950426405,82.005437625592
360.1631,39.1142,2.6215,0.3799,149.9937,2000,0.4852,47.7806,0.506999256935339,47.4016993519079
399.9948,39.6141,9.6756,0.2834,74.6865,2000,0.5202,81.6773,0.517679199030015,79.1528386877844
249.9021,64.14,9.9998,0.28,149.9975,2000,0.8956,81.6773,0.871171747244479,83.0683118453665
355.713,40.0268,2.6379,0.3799,149.9975,2100,0.4856,48.0533,0.51179330718361,48.2351031317613
399.9723,39.2779,9.7014,0.2895,40.0001,2100,0.5136,81.2133,0.51066637976886,76.9516526688844
249.9021,64.7925,9.9998,0.28,149.9975,2100,0.9028,82.2552,0.874472877150849,83.9678601196943
359.5375,40.031,2.4732,0.3799,149.9975,2200,0.4858,48.8821,0.513237316721327,48.4639824958948
399.9948,39.3962,9.7006,0.2894,128.1273,2200,0.5262,83.3706,0.523414326497099,80.6204229799019
249.9021,65.4446,9.9998,0.28,149.9975,2200,0.9098,83.3706,0.878879936290004,84.8828003505984
359.0647,40.5046,2.422,0.3799,149.7658,2300,0.4859,48.8211,0.514369246641687,48.9513328677034
399.9948,40.3896,9.7019,0.281,84.2849,2300,0.5257,84.6439,0.521068347990992,82.6497650120093
249.9021,66.0971,9.9998,0.28,149.9975,2300,0.9167,84.6439,0.881124444927598,85.639535286503
369.7331,39.5859,2.3439,0.3799,149.9975,2400,0.486,49.5977,0.515257278507065,49.3536507879162
399.9948,39.7993,9.7009,0.291,40.0001,2400,0.5167,84.0039,0.51160420956628,78.7810426697479
249.9021,66.7508,9.9998,0.28,149.9975,2400,0.9232,84.6439,0.890759329790659,86.6815641302975
367.2579,40.2049,2.3694,0.3799,149.9975,2500,0.4859,50.203,0.516424050815286,50.0410883801198
399.9943,40.4718,9.7011,0.2812,40.0001,2500,0.5198,86.4837,0.512707255839548,81.2976943907103
249.9021,67.4064,9.9998,0.28,149.9975,2500,0.9295,86.4837,0.900635804389867,87.4284270487885
