310.8,4,7.94,0.316,135,1600,0.734008978181041,61.8209676112609
310.8,4,7.94,0.316,135,1700,0.738401645034616,62.8703042999061
310.8,4,7.94,0.316,135,1800,0.740473557138153,63.7741917216419
310.8,4,7.94,0.316,135,1900,0.743428771080289,64.6918392554878
310.8,4,7.94,0.316,135,2000,0.743936837225347,65.4613152036839
310.8,4,7.94,0.316,135,2100,0.746463746473608,66.3598984686117
310.8,4,7.94,0.316,135,2200,0.750414393692176,67.3744433324263
310.8,4,7.94,0.316,135,2300,0.753427551736443,68.2735775324307
310.8,4,7.94,0.316,135,2400,0.754002202518405,69.0272070018111
310.8,4,7.94,0.316,135,2500,0.758345919320481,70.0292978635965
